name,category,address,locality,pincode,lat,lng,phone,email,website,google_rating,review_count,first_review_year,size_proxy,owner_or_chain,standalone_building,amenity_power_backup,maintenance_rate,outage_keyword_hits,outage_quotes,solar_visible,fm_company,rera_id,source_urls,corridor,icp,score,tier
Park Hospital,hospital,"Sector 47, Gurgaon-122001",Sector 47,122001,,,,,,,,,,,,,,,,,,,https://www.sulekha.com/park-hospital-sector-47-gurgaon-2945293-contact-address,gurgaon,commercial,50,B
Park Hospital (Park Multi Speciality Hospital),hospital,"Q Block, South City II, Sohna Road, Sector 47","Sector 47, Gurugram",,,,0124-6746077,info@parkhospital.in,https://www.parkhospital.in,,,,,regional_chain,true,,,,,,,,https://www.parkhospital.in/contact | https://www.justdial.com/Gurgaon/Park-Hospital-Main-Sector-47-South-City-2/011PXX11-XX11-130117200532-N4D3_BZDET | https://www.practo.com/gurgaon/hospital/park-hospital-1-gurgaon-sector-47-18,gurgaon,commercial,50,B
Pathkind Labs,diagnostic lab,,Indirapuram,,,,,,https://nearby.pathkindlabs.com/pathkind-labs-indirapuram-ghaziabad-27675/home,,,,,Pathkind Labs,,,,,,,,,https://nearby.pathkindlabs.com/pathkind-labs-indirapuram-ghaziabad-27675/home | https://nearby.pathkindlabs.com/pathkind-labs-greater-noida-west-gautam-budh-nagar-28005/home,ghaziabad,commercial,50,B
Pathline Labs Pvt Ltd,pathology lab,"H-1A, LG-1, Zygon Square, Sector 63, Noida, Uttar Pradesh, 201301","Sector 63, Noida",201301,,,7669170865,,https://pathlinelabs.in/,4.4,505,,,regional_chain,n,,,0,,,,,https://www.justdial.com/Delhi/Pathline-Labs-Pvt-Ltd-Electronic-City-Metro-Station-Noida-Sector-63/011PXX11-XX11-210113225014-Q9N6_BZDET | https://pathlinelabs.in/contact-us-2/,noida,commercial,50,B
Perfect Vision,eye centre,"SCF 45, Main Market, Sector 15, Faridabad","Sector 15, Faridabad",,,,,,,,,,,,,,,,,,,,https://www.bajajfinservhealth.in/hospitals/faridabad,faridabad,commercial,50,B
Principe Restaurant,restaurant,,Vasundhara,,,,,,,,,,,owner,,,,,,,,,https://www.zomato.com/ncr/principe-restaurant-vasundhara-ghaziabad,ghaziabad,commercial,50,B
Punjabi Dhaba,standalone restaurant,"Shop 5, Rasoolpur Nawada, Opposite Shivani PG, Sector 62, Noida, Uttar Pradesh","Sector 62, Noida",201301,,,,,,,,,,owner,,,,,,,,,https://magicpin.in/Noida/Sector-62/Restaurant/Punjabi-Dhaba/store/15479a2/,noida,commercial,50,B
Punjabi Rasoi Deshi Dhaba,restaurant,"589, Sector 1, near Max Hospital, Vaishali, Ghaziabad",Vaishali,,,,,,,,,,,owner,,,,,,,,,https://magicpin.in/Ghaziabad/Vaishali/Restaurant/Punjabi-Rasoi-Deshi-Dhaba/store/4415c3/,ghaziabad,commercial,50,B
Punjabi Tadka,restaurant,"LGF01, Ajnara Le Mart, Near Ek Murti Chowk, Sector 16B Road, Greater Noida West","Sector 16B, Greater Noida West",,,,,,,,,,,owner,,,,,[],,,,https://www.grenowestinfo.com/restaurants-greater-noida-west/,gn_west,commercial,50,B
Raj Nursing Home,nursing home,,"City Center, Faridabad",,,,,,https://www.freemedicalinfo.in/RajNursingHome001,,,,,,,,,,,,,,https://www.freemedicalinfo.in/RajNursingHome001,faridabad,commercial,50,B
Rama Health Care (Rama Hospital),hospital,"SH-14, Oxygen Business Park, Sector 144, Noida, Uttar Pradesh, 201305","Sector 144, Noida",201305,,,,,https://ramahospital.com/,4.8,103,,,regional_chain,n,,,0,,,,,https://www.mappls.com/place-rama+health+care+rama+hospital-sector+144-noida-uttar+pradesh-201306-V77HQM | https://ramahospital.com/contact/,noida,commercial,50,B
Royale Multi Specialty Hospital,hospital,,Faridabad,,,,,,,,,,,,,,,,,,,,https://www.bajajfinservhealth.in/hospitals/faridabad,faridabad,commercial,50,B
SR Hospital & Maternity Centre,maternity centre,"C-1, Buddha Bazaar Road, Prem Vihar, Khora Colony, Sector 62A, Noida, Uttar Pradesh, 201309","Sector 62, Noida",201309,,,8588826726,,https://srhospitalgzb.in/,,,,,regional_chain,y,,,0,,,,,https://icloudhospital.com/hospitals/sr-hospital-and-maternity-centre-sector-62-uttar-pradesh | https://www.eka.care/clinic/sr-hospital-maternity-center-noida,noida,commercial,50,B
SRL Diagnostic Centre,diagnostic lab,,Indirapuram,,,,,,https://srlindirapuram.wordpress.com/,,,,,SRL Diagnostics,,,,,,,,,https://srlindirapuram.wordpress.com/,ghaziabad,commercial,50,B
Samarth Elder Care,nursing home,"Block D-15, Sector 63A, Noida, Uttar Pradesh","Sector 63A, Noida",,,,,,https://care.samarth.community/senior-citizen-homes/old-age-homes-in-noida/,,,,,regional_chain,y,,,0,,,,,https://care.samarth.community/senior-citizen-homes/old-age-homes-in-noida/,noida,commercial,50,B
Sanjeevani Hospital - Sohna Road,hospital,"Sohna Road, Gurgaon",Sohna Road,,,,,,,,,,,,,,,,,,,,https://www.bajajfinservhealth.in/hospitals/gurgaon/sanjeevani-hospital-sohna-road-sohna-road,gurgaon,commercial,50,B
Santosh Hospital,hospital,,Faridabad,,,,,,,,,,,,,,,,,,,,https://www.bajajfinservhealth.in/hospitals/faridabad,faridabad,commercial,50,B
Sarvodaya Hospital,hospital,"Sector 87, Greater Faridabad","Sector 87, Greater Faridabad",,,,,,https://www.sarvodayahospital.com/,,,,220-bed tertiary care multispeciality facility,Sarvodaya Healthcare,,,,,,,,,https://www.sarvodayahospital.com/ | https://www.yatharthhospitals.com/hospital/sector-88-faridabad | https://www.sarvodayahospitals.in/ | https://www.sarvodayahospital.com/hospitals/sarvodaya-hospital-gr-noida-west | https://www.practo.com/noida/hospital/sarvodaya-hospital-greater-noida-west-gaur-city,faridabad,commercial,50,B
Shankar Lal Hospital,hospital,,"Sector 16B, Greater Noida West",,,,,,,,,,,,,,,,,,,,https://www.99acres.com/sector-16-b-greater-noida-overview-piffid,gn_west,commercial,50,B
Sharma Maternity & Eye Centre,maternity centre,"No. 94, Deep Chand Bhartia Marg, Sector 23, N.I.T., near Mother Dairy, Faridabad","Sector 23, NIT, Faridabad",,,,,,https://www.thesmec.com/,,,,,,,,,,,,,,https://www.thesmec.com/ | https://www.thesmec.com/about.html | https://www.practo.com/faridabad/clinic/sharma-maternity-and-eye-centre-sector-23,faridabad,commercial,50,B
Sheetla Hospital (Apollo Spectra Hospitals),hospital,"Sector 90 Road, Sector 87, Gurgaon",Sector 87,,,,,,,,,,,Apollo Spectra Hospitals,,,,,,,,,https://www.addressofchoice.com/gurgaon/new-gurgaon-sector-93/neighbours/hospital,gurgaon,commercial,50,B
Shree Krishna Hospital,hospital,"Near Nursing Home 2, Vasundhra Haatatal Chowk, Vasundhara Sector 15, Ghaziabad",Vasundhara,,,,,,,,,,,,,,,,,,,,https://www.justdial.com/Ghaziabad/Shree-Krishna-Hospital-Near-Nursing-Home-2-Vasundhra-Haatatal-Chowk-Vasundhara-Sector-15/011P789464_BZDET,ghaziabad,commercial,50,B
Shudh,restaurant,,Vasundhara,,,,,,,,,,,owner,,,,,,,,,https://www.zomato.com/ncr/shudh-2-vasundhara-ghaziabad,ghaziabad,commercial,50,B
Supertech Mart,supermarket,"Supertech Ecociti, Sector 137, Noida, Uttar Pradesh",Sector 137,,,,,,,4.1,638,,,owner,n,,,0,,,,,https://www.justdial.com/Noida/Supertech-Mart-Noida-Sector-137/011PXX11-XX11-180824201003-K6J6_BZDET,noida,commercial,50,B
Supertech Medicare Tower B2,hospital,,"Sector 16B, Greater Noida West",,,,,,,,,,,Supertech,,,,,,,,,https://www.99acres.com/sector-16-b-greater-noida-overview-piffid,gn_west,commercial,50,B
Suraj Diagnostics,diagnostic lab,,Sohna Road / Sohna,,,,+91-9818443247,,https://www.surajdiagnostics.com/best-laboratory-blood-tests-in-gurgaon,,,,,,,,,,,,,,https://www.surajdiagnostics.com/best-laboratory-blood-tests-in-gurgaon,gurgaon,commercial,50,B
TVS Authorised Service Center (Kamna Appartment),two_wheeler_service_center,"Plot No 98, Kamna Appartment, Vaishali Sector 5, Ghaziabad",Vaishali,,,,8447632095,vimaljha@live.com,,,,,,owner,,,,,,,,,https://www.justdial.com/Ghaziabad/Two-Wheeler-Repair-Services-with-Breakdown-Support-Over-Phone-in-Vaishali-Sector-3/nct-10993951-att-rep3,ghaziabad,commercial,50,B
Thakral Nursing Home,nursing_home,"316/6, Shivaji Nagar, Opposite S.P. Office, Sohna Road, Gurgaon-122001","Sohna Road, Shivaji Nagar",122001,,,,,,4.6,7,,,owner,,,,,[],,,,https://www.justdial.com/Gurgaon/Thakral-Nursing-Home-Gurgaon-Ho/011PXX11-XX11-140512171654-L6C9_BZDET,gurgaon,commercial,50,B
The Royal - Restaurant and Bar,restaurant,,Indirapuram,,,,,,,,,,,owner,,,,,,,,,https://www.zomato.com/ncr/the-royal-restaurant-and-bar-indirapuram-ghaziabad/menu,ghaziabad,commercial,50,B
Vardan Multi Specialty Hospital,hospital,,Raj Nagar Extension,,,,,,,,,,,,,,,,,,,,https://www.practo.com/ghaziabad/hospital/vardan-multi-specialty-hospital-raj-nagar-extension/services,ghaziabad,commercial,50,B
Vasundhara Food,restaurant,,Vasundhara,,,,,,,,,,,owner,,,,,,,,,https://www.zomato.com/ncr/vasundhara-food-vasundhara-ghaziabad,ghaziabad,commercial,50,B
Vasundhara Grand,restaurant,,Vasundhara,,,,,,,,,,,owner,,,,,,,,,https://www.zomato.com/ncr/vasundhara-grand-vasundhara-ghaziabad,ghaziabad,commercial,50,B
Vedanta Netralya,eye center,,"Gaur City, Greater Noida West",,,,,,https://vedantanetralyagzb.com/,,,,,,,,,,,,,,https://vedantanetralyagzb.com/,gn_west,commercial,50,B
Yashoda Medicity,hospital,,Indirapuram,,,,,,,,,,,Yashoda,,,,,,,,,https://www.centreforsight.net/eye-hospitals-in-india/ghaziabad/indirapuram,ghaziabad,commercial,50,B
Yatharth Hospital - Sector 20,hospital,"Sector 20, Faridabad","Sector 20, Faridabad",,,,+91-7669999444,,,,,,,regional_chain,,,,,,,,,https://www.yatharthhospitals.com/hospital/yatharth-hospital-sector-20-faridabad,faridabad,commercial,50,B
Yatharth Super Speciality Hospital,hospital,"Sector 88, Faridabad","Sector 88, Faridabad",,,,,,https://www.yatharthhospitals.com/hospital/sector-88-faridabad,,,,"450-bed tertiary care hospital, 125 critical care beds, 11 OTs, JCI accredited",Yatharth Hospitals,,,,,,,,,https://www.yatharthhospitals.com/hospital/sector-88-faridabad | https://www.justdial.com/Faridabad/Super-Speciality-Hospitals-in-Faridabad-Sector-88/nct-11237831 | https://www.yatharthhospitals.com/hospital/noida-extension,faridabad,commercial,50,B
CRL Diagnostic Center,diagnostic lab,"32 Yadram Marg, Yadram Market, Sector 63, Noida, Uttar Pradesh, 201301","Sector 63, Noida",201301,,,,,https://www.crldiagnostics.com/,4.8,19,,,national_chain,,,,0,,,,,https://www.justdial.com/Noida/Crl-Diagnostic-Center-Yadram-Market-Noida-Sector-63/011PXX11-XX11-260623102418-K8H2_BZDET | https://crldiagnostics.com/locations,noida,commercial,50,C
Centre For Sight,eye centre,"B-22, Sector 62, Near J D Institute, Noida, Uttar Pradesh","Sector 62, Noida",,,,,,,,,,,national_chain,,,,0,,,,,https://www.justdial.com/Noida/Centre-For-Sight-in-Noida-Sector-62/nct-12069273,noida,commercial,50,C
Dr Lal PathLabs Patient Service Centre (Amrapali Princely Shopping Arcade),pathology lab,"Shop No.16, Amrapali Princely Shopping Arcade, Sector 76, Noida, Uttar Pradesh, 201301","Sector 76, Noida",201301,,,,,https://labs.lalpathlabs.com/,,,,,national_chain,n,,,0,,,,,https://www.diagnosticcentres.in/diagnostic-centres/delhi/noida/dr-lal-pathlabs-sector-76-noida.html,noida,commercial,50,C
"Dr Lal PathLabs Patient Service Centre (Eco Citi, Sector 137)",pathology lab,"UGF 12A, GF, Super Tech Eco Citi, Sector 137, Noida, Uttar Pradesh, 201305","Sector 137, Noida",201305,,,+918071318526,,https://labs.lalpathlabs.com/,,,,,national_chain,n,,,0,,,,,https://www.mappls.com/place-dr+lal+pathlabs-ugf+12a-super+tech+eco+citi-sector+137-noida-uttar+pradesh-201305-788IOX | https://doctorc.in/diagnostic-centers/noida/dr-lal-pathlabs-eco-citi-sector-137/,noida,commercial,50,C
Dr Lal PathLabs Patient Service Centre (Electronic City),pathology lab,"H 55, Electronic City, H Block, Sector 63, Noida, Uttar Pradesh, 201301","Sector 63, Noida",201301,,,0120 413 8194,,https://labs.lalpathlabs.com/,,,,,national_chain,,,,0,,,,,https://www.mediyaar.com/noida/labs/dr-lal-pathlabs-patient-service-centre-sector-63.html,noida,commercial,50,C
"Dr Lal PathLabs Patient Service Centre (Paramount Florence Plaza, Sector 137)",pathology lab,"Shop No 8, Ground Floor, Paramount Florence Plaza, Near Kotak Mahindra Bank, Sector 137, Noida, Uttar Pradesh","Sector 137, Noida",,,,+918037839226,,https://labs.lalpathlabs.com/,,,,,national_chain,n,,,0,,,,,https://www.secondmedic.com/lab/dr-lal-pathlabs/diagnostic-centres-in-noida/sector-137 | https://www.diagnosticcentres.in/diagnostic-centres/delhi/noida/dr-lal-pathlabs-sector-137.html,noida,commercial,50,C
Dr Lal PathLabs Patient Service Centre (Sector 110),pathology lab,"SK/82A, Shramik Kunj, Near Singh Electrical Line, Sector 110, Noida, Uttar Pradesh","Sector 110, Noida",,,,,,https://labs.lalpathlabs.com/,,,,,national_chain,,,,0,,,,,https://www.mediyaar.com/noida/labs/dr-lal-pathlabs-patient-service-centre-sector-110.html | https://doctorc.in/diagnostic-centers/noida/dr-lal-pathlabs-noida-sector-110/,noida,commercial,50,C
Redcliffe Labs (Electronic City Sector 63),pathology lab,"H-55, 3rd Floor, Electronic City, Sector 63, Noida, Uttar Pradesh, 201301","Sector 63, Noida",201301,,,,,https://redcliffelabs.com/centre/location/uttar-pradesh/noida/electronic-city-sector-63,,,,,national_chain,n,,,0,,,,,https://redcliffelabs.com/centre/location/uttar-pradesh/noida/electronic-city-sector-63,noida,commercial,50,C
"Country Inn & Suites by Carlson, Sohna Road",hotel,,"Sohna Road, Gurgaon",,,,,,,,,,,Carlson (Country Inn & Suites),,,,,,,,,https://www.wedmegood.com/vendors/gurgaon/wedding-venues/sohna-road/banquet-hall/,gurgaon,commercial,41,C
Ginger Noida Sector 63,hotel,"46/1 A, Block-H, Sector-63, Noida, Near Corenthum Business Park, Uttar Pradesh 201301","Sector 63, Noida",201301,,,,,,3.9,9658,,83 rooms,national_chain,y,,,0,,,,,https://www.tripadvisor.com/Hotel_Review-g644043-d4859305-Reviews-Ginger_Noida_Sector_63-Noida_Gautam_Buddha_Nagar_District_Uttar_Pradesh.html | https://www.justdial.com/Delhi/Ginger-Hotel-Near-Corenthum-Business-Park-Haldiram-Fortis-Hospital-Noida-Sector-63/011PXX11-XX11-130226144924-E3N4_BZDET,noida,commercial,41,C
Hibiscus Select Hotel,hotel,"Plot No C1A, Galaxy Diamond Plaza, Sector 4, Greater Noida West","Sector 4, Greater Noida West",,,,,,,,,,,,,,,,,,,,https://www.makemytrip.global/hotels/budget-hotels-in-greater_noida.html | https://us.trip.com/hotels/gautam-buddh-nagar-chowk-gaur-city/hotels-c536336m61248763/,gn_west,commercial,41,C
Holiday Inn Gurugram Sector 90,hotel,,"Sector 90, Gurgaon",,,,,,,,,,,IHG (Holiday Inn),,,,,,,,,https://www.ihg.com/holidayinn/hotels/us/en/gurgaon/delgs/hoteldetail,gurgaon,commercial,41,C
Hotel Admire Inn Vashu,hotel,"near Budh Chowk, Raj Nagar Extension",Raj Nagar Extension,,,,,,,,,,,,,,,,,,,,https://www.trip.com/hotels/ghaziabad-budh-chowk-raj-nagar-extension-elevated-road/hotels-c60083m32418955/,ghaziabad,commercial,41,C
Hotel Haveli Palace Ghaziabad,hotel,10 minutes from Vaishali Metro Station,Vaishali,,,,,,,,,,,,,,,,,,,,https://www.booking.com/landmark/in/vaishali-metro-station.html,ghaziabad,commercial,41,C
Hotel Indriya,hotel,"near Gaur City, Noida Extension",Noida Extension,,,,,,https://www.hotelindriya.com/,,,,,,,,,,,,,,https://www.hotelindriya.com/,gn_west,commercial,41,C
Hotel Nyay Khand I,hotel,"C 7, Nyay Khand I, Indirapuram, Ghaziabad, UP-201014",Indirapuram,201014,,,,,,,,,,,,,,,,,,,https://www.makemytrip.com/hotels-international/en-us/india/ghaziabad-hotels/indirapuram-hotels.html,ghaziabad,commercial,41,C
Hotel O Dream Palace,hotel,near Noida Sector 76 Metro Station,"Sector 76, Noida",,,,,,,,,,,,,,,0,,,,,https://www.oyorooms.com/194311/,noida,commercial,41,C
Hotel Shakti Khand II,hotel,"Shakti Khand-II/209, Indirapuram",Indirapuram,,,,,,,,,,,,,,,,,,,,https://www.makemytrip.com/hotels-international/en-us/india/ghaziabad-hotels/indirapuram-hotels.html,ghaziabad,commercial,41,C
Hotel at Arora Shoppers Park,hotel,"F-66, F-67, Arora Shoppers Park, Shakti Khand 2, Indirapuram",Indirapuram,,,,,,,,,,,,,,,,,,,,https://www.makemytrip.com/hotels-international/en-us/india/ghaziabad-hotels/indirapuram-hotels.html,ghaziabad,commercial,41,C
House of Kapaali,hotel,,Greater Noida West / near Gaur Chowk,,,,,,,,,,,,,,,,,,,,https://www.hotelindriya.com/hotels-near-gaur-city-noida-extension.php,gn_west,commercial,41,C
"Lemon Tree Hotel, Sohna Road",hotel,,"Sohna Road, Gurgaon",,,,,,,,,,,Lemon Tree Hotels,,,,,,,,,https://www.top-gurgaonhotels.com/en/near-sohna-road-393577/,gurgaon,commercial,41,C
OYO 22079 Hotel Blueberry,hotel,,"New Industrial Town, Faridabad",,,,,,,,,,,OYO,,,,,,,,,https://www.oyorooms.com/budget-hotels-in-faridabad/,faridabad,commercial,41,C
OYO 75172 Sewa Residency,hotel,,Faridabad,,,,,,,,,,,OYO,,,,,,,,,https://www.oyorooms.com/budget-hotels-in-faridabad/,faridabad,commercial,41,C
Park Plaza Faridabad,hotel,,"Sector 21C, Faridabad",,,,,,,,,,,Park Plaza (Carlson),,,,,,,,,https://www.goibibo.com/hotels/hotels-in-faridabad/sector-21c-ah/,faridabad,commercial,41,C
Radisson Hotel Gurugram Sohna Road City Center,hotel,,"Sohna Road, Gurgaon",,,,,,,,,,135 rooms,Radisson,,,,,,,,,https://www.wedmegood.com/vendors/gurgaon/wedding-venues/sohna-road/banquet-hall/,gurgaon,commercial,41,C
Rajmahal Regency Hotel,hotel,,Faridabad,,,,,,,,,,,,,,,,,,,,https://www.holidify.com/hotels/budget-hotels-in-faridabad-5999.html,faridabad,commercial,41,C
Ramada Encore By Wyndham,hotel,,"Sector 84, Gurgaon",,,,,,,,,,,Wyndham (Ramada Encore),,,,,,,,,https://www.makemytrip.global/hotels-international/en-us/india/gurgaon-hotels/sector_84-hotels.html,gurgaon,commercial,41,C
Ramada by Wyndham Ghaziabad Vasundhara,hotel,Vasundhara,Vasundhara,,,,,,,,,,,Wyndham,,,,,,,,,https://www.trip.com/hotels/ghaziabad-budh-chowk-raj-nagar-extension-elevated-road/hotels-c60083m32418955/,ghaziabad,commercial,41,C
Status by Hotel the Emporio,hotel,"near Budh Chowk, Raj Nagar Extension",Raj Nagar Extension,,,,,,,,,,,,,,,,,,,,https://www.trip.com/hotels/ghaziabad-budh-chowk-raj-nagar-extension-elevated-road/hotels-c60083m32418955/,ghaziabad,commercial,41,C
Super Townhouse Cloud Bay,hotel,"Sector 69, Gurgaon","Sector 69, Gurgaon",,,,,,,,,,,regional_chain,,,,,,,,,https://www.makemytrip.global/hotels-international/en-us/india/gurgaon-hotels/sector_69-hotels.html,gurgaon,commercial,41,C
The Fern Residency,hotel,near Botanical Garden Metro Station,"Sector 104, Noida",,,,,,,,,,,national_chain,,,,0,,,,,https://www.venuelook.com/Noida/locality/Sector-104,noida,commercial,41,C
The Gaurs Sarovar Portico,hotel,,Greater Noida West,,,,,,,,,,,Sarovar Portico,,,,,,,,,https://za.hotels.com/de1731228-st3/three-star-hotels-greater-noida-india,gn_west,commercial,41,C
The Grand Palace,hotel,"Plot no. 212, near D Mall, Shakti Khand 2, Indirapuram, Ghaziabad, UP 201014",Indirapuram,201014,,,,,,,,,,,,,,,,,,,https://bag2bag.in/hotels/ghaziabad/indirapuram/hotel-the-grand-palace,ghaziabad,commercial,41,C
100 Plus Academy,coaching,,"Sector 56-57, Gurgaon",,,,,,,,,,,,,,,,,,,,https://100plusacademy.com/gurugram/coaching-centre-in-gurgaon/,gurgaon,commercial,38,C
AFA (Academy of Fashion & Art) - NIFT Coaching,coaching,"72 SCO, M3M 84 Market, Sector 84, Gurgaon","Sector 84, Gurgaon",,,,,,,,,,,,,,,,,,,,https://www.afaindia.com/nift-coaching-in-gurugram-sector-84,gurgaon,commercial,38,C
ALLEN Career Institute,coaching,"Galaxy Diamond Plaza, 3rd Floor, Greater Noida West Road, Near Gaur Chowk, C-1A, Sector-4, Greater Noida, UP 201009","Sector 4 / Gaur Chowk, Greater Noida West",201009,,,,,https://www.allen.ac.in/delhi/contactus.asp,,,,,ALLEN Career Institute,,,,,,,,,https://www.allen.ac.in/contactus.asp?cent=delhi,gn_west,commercial,38,C
Aakash Institute,coaching,"Plot No 42, 1st & 2nd Floor, Techzone 4, Near JM International School, Greater Noida","Tech Zone IV, Greater Noida West",201459,28.59069083,77.45400801,,,https://www.aakash.ac.in/greater-noida-up,,,,,Aakash Educational Services,,,,,,,,,https://centers.aakash.ac.in/aakash-institute-greater-noida-west-greater-noida-coaching-center-gautam-budh-nagar-greater-noida-201459/Contact-Us,gn_west,commercial,38,C
Aakash Institute - Greater Noida West,coaching_centre,"Ashoka Tower Road, Amrapali Dream Valley",Greater Noida West,201459,,,,,https://centers.aakash.ac.in/aakash-institute-greater-noida-west-greater-noida-coaching-center-gautam-budh-nagar-greater-noida-201459/Contact-Us,,,,NEET/IIT-JEE coaching,regional_chain,,,,,[],,,,https://centers.aakash.ac.in/aakash-institute-greater-noida-west-greater-noida-coaching-center-gautam-budh-nagar-greater-noida-201459/Contact-Us,gn_west,commercial,38,C
Aakash Institute - Sector 62 Noida,coaching_center,"No 56/33, 1st Floor, Institutional Area, C Block, Sector 62, Noida, Uttar Pradesh",Sector 62,201301,,,8800013021,,centers.aakash.ac.in,,,,,national_chain,n,,,0,,,,,https://centers.aakash.ac.in/aakash-institute-sector-62-noida-coaching-center-sector-62-noida-99250/Contact-Us | https://www.plumint.com/aakash-institute-sector-62-7803/contact/,noida,commercial,38,C
Aakash Invictus - Sector 62 Noida,coaching_center,"No C/56A/26, Institutional Area, Phase 2, Near TCS ION, Sector 62, Noida, Uttar Pradesh",Sector 62,,28.6148,77.3658,+919220339107,,centers.aakash.ac.in,,,,,national_chain,,,,0,,,,,https://centers.aakash.ac.in/aakash-invictus-sector-62-noida-coaching-center-sector-62-noida-481200/Contact-Us,noida,commercial,38,C
Adhyayan IAS Education Future Private Limited,coaching,Indirapuram,Indirapuram,,,,,,,,,,,,,,,,,,,,https://www.sulekha.com/ssc-cgl-coaching/indirapuram-ghaziabad,ghaziabad,commercial,38,C
Amity International School,school,,"Sector 46, Gurgaon",,,,,,,,,,,Amity,,,,,,,,,https://ezyschooling.com/admissions/cbse-school-admission-in-sector-46-jqt8u9n5-gurugram,gurgaon,commercial,38,C
"Amity International School, Sector 46",school,Sector 46,"Sector 46, Gurugram",,,,,,,,,,,regional_chain,,,,,,,,,https://ezyschooling.com/admissions/school-admission-in-sector-46-jqt8u9n5-gurugram,gurgaon,commercial,38,C
Anurag Tyagi Classes,coaching,Vasundhara,Vasundhara,,,,,,,,,,,,,,,,,,,,https://merithub.com/coaching/coaching-centers-in-ghaziabad,ghaziabad,commercial,38,C
Apeejay School,school,,"Sector 15, Faridabad",,,,,,https://www.apeejay.edu/faridabad/,,,,,Apeejay,,,,,,,,,https://www.apeejay.edu/faridabad/,faridabad,commercial,38,C
Aravali International School 81 Branch,school,,"Sector 81, Faridabad",,,,,,,,,,,Aravali International,,,,,,,,,https://www.schoolmykids.com/schools/india/list-of-schools-in-faridabad,faridabad,commercial,38,C
Basant Valley Public School,school,,"Sector 46, Gurgaon",,,,,,,,,,,,,,,,,,,,https://ezyschooling.com/admissions/cbse-school-admission-in-sector-46-jqt8u9n5-gurugram,gurgaon,commercial,38,C
CA Prince Kathuria Classes,coaching,,"Sector 17, Faridabad",,,,,,,,,,,,,,,,,,,,https://merithub.com/coaching/coaching-centers-in-faridabad,faridabad,commercial,38,C
Career Launcher - Gaur City 1,coaching_centre,"301, Third Floor, Aarza Square 1, 7th Avenue Township, Sector-4, Gaur City 1, Noida Extension, Greater Noida","Gaur City 1, Noida Extension",201318,,,,,https://www.careerlauncher.com/coaching-centers/greater%20noida/,,,,CAT/XAT/CUET/BBA coaching,regional_chain,,,,,[],,,,https://www.careerlauncher.com/coaching-centers/greater%20noida/,gn_west,commercial,38,C
DAV Public School,school,,"Sector 14, Faridabad",,,,,,,,,,,DAV,,,,,,,,,https://www.uniapply.com/schools/cbse-schools-in-faridabad/,faridabad,commercial,38,C
DPS Greater Noida West,school,,Greater Noida West,,,,,,,,,,,regional_chain,yes,,,,[],,,,https://ezyschooling.com/admissions/private-school-admission-in-greater-noida-west,gn_west,commercial,38,C
DPS Sector 45,school,,"Sector 45, Gurgaon",,,,,,,,,,,Delhi Public School Society,,,,,,,,,https://ezyschooling.com/admissions/school-admission-in-sector-45-3gucnh80-gurugram,gurgaon,commercial,38,C
DPS Sohna Road (Delhi Public School),school,"Sohna Road, Gurgaon; founded 1995, 13-acre campus","Sohna Road, Gurgaon",,,,,,,,,,13-acre campus,Delhi Public School Society,,,,,,,,,https://ezyschooling.com/admissions/school-admission-in-sohna-road-x6cyew45-gurugram | https://www.edustoke.com/gurugram/schools-in-sohna-road,gurgaon,commercial,38,C
DPS World School,school,,Greater Noida West,,,,,,,,,,,DPS,,,,,,,,,https://www.schoolmykids.com/schools/india/list-of-schools-in-greater-noida-west-noida-extension-in-greater-noida,gn_west,commercial,38,C
DPSG Vasundhara,school,Vasundhara,Vasundhara,,,,,,,,,,,,,,,,,,,,https://targetstudy.com/school/schools-in-ghaziabad.html?recNo=75,ghaziabad,commercial,38,C
Delhi Public School,school,Raj Nagar Extension,"Sector 19, Faridabad",,,,,,,,,,,DPS,,,,,,,,,https://www.uniapply.com/schools/cbse-schools-in-faridabad/ | https://www.uniapply.com/schools/schools-in-raj-nagar-extension-ghaziabad/,faridabad,commercial,38,C
Delhi Public School Ahinsa Khand 2,school,"Ahinsa Khand 2, Indirapuram",Indirapuram,,,,,,,,,,,,,,,,,,,,https://www.uniapply.com/schools/schools-in-indirapuram-ghaziabad/,ghaziabad,commercial,38,C
Delhi World Public School,school,,Noida Extension / Greater Noida West,,,,,,,,,,,,,,,,[],,,,https://www.schoolmykids.com/schools/india/list-of-schools-in-greater-noida-west-noida-extension-in-greater-noida,gn_west,commercial,38,C
Doon Valley International School,school,,"Sohna Road, Gurgaon",,,,,,,,,,,,,,,,,,,,https://www.nobroker.in/blog/schools-in-sohna-road/,gurgaon,commercial,38,C
Education Solution,coaching,Vasundhara,Vasundhara,,,,,,,,,,,,,,,,,,,,https://www.sulekha.com/ba-tuitions/vasundhara-ghaziabad,ghaziabad,commercial,38,C
Effort Education,coaching,Indirapuram,Indirapuram,,,,,,,,,,,,,,,,,,,,https://www.sulekha.com/ssc-cgl-coaching/indirapuram-ghaziabad,ghaziabad,commercial,38,C
Emerald Convent School,school,,Greater Faridabad,,,,,,,,,,,,,,,,,,,,https://www.justdial.com/Faridabad/Schools-in-Neharpar-Faridabad/nct-10422444,faridabad,commercial,38,C
